Year,Toy #,Col.#,Model Name,Series,Series #,Photo,Bild,,,
2022,HCW66,026,'20 Jeep Gladiator (3rd Color),Baja Blazers,4/10,,2022_Baja_Blazers_1302.jpg,,,
2022,HCT36,027,Bricking Trails,ExperimotorsNew for 2022!,2/10,,2022_ExperimotorsNew_for_2022!_1303.jpg,,,
2022,HCW86,027,Bricking Trails (2nd Color),ExperimotorsNew for 2022!,2/10,,2022_ExperimotorsNew_for_2022!_1304.jpg,,,
2022,HCV67,028,Tooligan,Experimotors,3/10,,2022_Experimotors_1305.jpg,,,
2022,HCX90,028,Tooligan (2nd Color),Experimotors,3/10,,2022_Experimotors_1306.jpg,,,
2022,HCT48,029,2009 Ford F-150,HW Metro,3/10,,2022_HW_Metro_1307.jpg,,,
2022,HCV02,030,Street Cleaver,HW Metro,4/10,,2022_HW_Metro_1308.jpg,,,
2022,HCW98,030,Street Cleaver (2nd Color),HW Metro,4/10,,2022_HW_Metro_1309.jpg,,,
2022,HCV73,031,Loco Motorin',HW Metro,5/10,,2022_HW_Metro_1310.jpg,,,
2022,HCX83,031,Loco Motorin' (2nd Color),HW Metro,5/10,,2022_HW_Metro_1311.jpg,,,
2022,HCV63,032,Batman: Arkham Asylum Batmobile,Batman,2/5,,2022_Batman_1312.jpg,,,
2022,HCW59,032,Batman: Arkham Asylum Batmobile (2nd Color),Batman,2/5,,2022_Batman_1313.jpg,,,
2022,HCW63,032,Batman: Arkham Asylum Batmobile (3rd Color),Batman,2/5,,2022_Batman_1314.jpg,,,
2022,HCT21,033,'87 Ford Sierra Cosworth,Retro RacersNew for 2022!Ryu's Rides,1/10,,2022_Retro_RacersNew_for_2022!Ryu's_1315.jpg,,,
2022,HCW87,033,'87 Ford Sierra Cosworth (2nd Color),Retro RacersNew for 2022!Ryu's Rides,1/10,,2022_Retro_RacersNew_for_2022!Ryu's_1316.jpg,,,
2022,HCW51,034,'73 BMW 3.0 CSL Race Car,Retro Racers,2/10,,2022_Retro_Racers_1317.jpg,,,
2022,HCY20,034,'73 BMW 3.0 CSL Race Car,Retro RacersSuper Treasure Hunt,2/10,,2022_Retro_RacersSuper_Treasure_Hun_1318.jpg,,,
2022,HCY58,034,'73 BMW 3.0 CSL Race Car (2nd Color),Red EditionTarget Exclusive,1/12,,2022_Red_EditionTarget_Exclusive_1319.jpg,,,
2022,HCT56,035,Disney Steamboat,HW Screen Time,3/10,,2022_HW_Screen_Time_1320.jpg,,,
2022,HCV45,036,Skull Shaker,ToonedRyu's Rides,2/5,,2022_ToonedRyu's_Rides_1321.jpg,,,
2022,HCX87,036,Skull Shaker (2nd Color),ToonedRyu's Rides,2/5,,2022_ToonedRyu's_Rides_1322.jpg,,,
2022,HCX97,037,Quick Bite,Fast FoodieTreasure Hunt,2/5,,2022_Fast_FoodieTreasure_Hunt_1323.jpg,,,
2022,HCW49,038,'16 Cadillac ATS-V R,HW Turbo,3/10,,2022_HW_Turbo_1324.jpg,,,
2022,HCV66,039,Veloci-Racer,Street Beasts,2/5,,2022_Street_Beasts_1325.jpg,,,
2022,HCX27,039,Veloci-Racer (2nd Color),Street Beasts,2/5,,2022_Street_Beasts_1326.jpg,,,
2022,HCV42,040,Fig Rig,HW Ride-Ons,3/5,,2022_HW_Ride-Ons_1327.jpg,,,
2022,HCV28,041,Ford Focus RS,HW Hatchbacks,3/5,,2022_HW_Hatchbacks_1328.jpg,,,
2022,HCY50,041,Ford Focus RS (2nd Color),HW HatchbacksKroger Exclusive,3/5,,2022_HW_HatchbacksKroger_Exclusive_1329.jpg,,,
2022,HCX73,041,Ford Focus RS (3rd Color),HW Hatchbacks,3/5,,2022_HW_Hatchbacks_1330.jpg,,,
2022,HCV26,042,Volkswagen Beetle,Compact Kings,2/5,,2022_Compact_Kings_1331.jpg,,,
2022,HCY59,042,Volkswagen Beetle (2nd Color),Red EditionTarget Exclusive,2/12,,2022_Red_EditionTarget_Exclusive_1332.jpg,,,
2022,HCW88,042,Volkswagen Beetle (3rd Color),Compact Kings,2/5,,2022_Compact_Kings_1333.jpg,,,
2022,HCV06,043,'55 Chevy Bel Air Gasser,Chevy Bel Air,2/5,,2022_Chevy_Bel_Air_1334.jpg,,,
2022,HCW89,043,'55 Chevy Bel Air Gasser (2nd Color),Chevy Bel Air,2/5,,2022_Chevy_Bel_Air_1335.jpg,,,
2022,HCV07,044,'57 Chevy,Chevy Bel Air,3/5,,2022_Chevy_Bel_Air_1336.jpg,,,
2022,HCX92,044,'57 Chevy (2nd Color),Chevy Bel Air,3/5,,2022_Chevy_Bel_Air_1337.jpg,,,
2022,HCW40,045,Fly-By,HW Contoured,2/5,,2022_HW_Contoured_1338.jpg,,,
2022,HCV24,046,'70 Chevy Chevelle,HW Contoured,3/5,,2022_HW_Contoured_1339.jpg,,,
2022,HCV61,047,Fast Fish,HW Speed Team,2/5,,2022_HW_Speed_Team_1340.jpg,,,
2022,HCX67,047,Fast Fish (2nd Color),HW Speed Team,2/5,,2022_HW_Speed_Team_1341.jpg,,,
2022,HCW46,048,La Fasta,HW Speed Team,3/5,,2022_HW_Speed_Team_1342.jpg,,,
2022,HCX76,048,La Fasta (2nd Color),HW Speed Team,3/5,,2022_HW_Speed_Team_1343.jpg,,,
2022,HCV57,049,Tesla Cybertruck,HW Hot Trucks,3/10,,2022_HW_Hot_Trucks_1344.jpg,,,
2022,HCV13,050,Track Manga,Spoiler Alert,1/5,,2022_Spoiler_Alert_1345.jpg,,,
2022,HCW97,050,Track Manga (2nd Color),Spoiler Alert,1/5,,2022_Spoiler_Alert_1346.jpg,,,
2022,HCW38,051,Blade Raider,Baja Blazers,5/10,,2022_Baja_Blazers_1347.jpg,,,
2022,HCW92,051,Blade Raider (2nd Color),Baja Blazers,5/10,,2022_Baja_Blazers_1348.jpg,,,
2022,HCV55,052,HW450F,Baja Blazers,6/10,,2022_Baja_Blazers_1349.jpg,,,
2022,HCT49,053,'19 Chevy Silverado Trail Boss LT,Baja Blazers,7/10,,2022_Baja_Blazers_1350.jpg,,,
2022,HCW64,053,'19 Chevy Silverado Trail Boss LT (2nd Color),Baja Blazers,7/10,,2022_Baja_Blazers_1351.jpg,,,
2022,HCT81,054,See Me Rollin',Experimotors,4/10,,2022_Experimotors_1352.jpg,,,
2022,HCW93,054,See Me Rollin' (2nd Color),Experimotors,4/10,,2022_Experimotors_1353.jpg,,,
2022,HCT63,055,Dodge Van,HW MetroRyu's Rides,6/10,,2022_HW_MetroRyu's_Rides_1354.jpg,,,
2022,HCY16,055,Dodge Van,HW MetroSuper Treasure HuntRyu's Rides,6/10,,2022_HW_MetroSuper_Treasure_HuntRyu_1355.jpg,,,
2022,HJP28,055,Dodge Van (2nd Color),HW MetroBest Buy ExclusiveRyu's Rides,6/10,,2022_HW_MetroBest_Buy_ExclusiveRyu'_1356.jpg,,,
2022,HCT79,056,Barbie Dream Camper,HW Metro,7/10,,2022_HW_Metro_1357.jpg,,,
2022,HCW37,057,McLaren F1 GTR,Retro Racers,3/10,,2022_Retro_Racers_1358.jpg,,,
2022,HCY51,057,McLaren F1 GTR (2nd Color),Retro RacersKroger Exclusive,3/10,,2022_Retro_RacersKroger_Exclusive_1359.jpg,,,
2022,HCX86,057,McLaren F1 GTR (3rd Color),Retro Racers,3/10,,2022_Retro_Racers_1360.jpg,,,
2022,HCT72,058,'67 Ford GT40 Mk.IV,Retro RacersRyu's Rides,4/10,,2022_Retro_RacersRyu's_Rides_1361.jpg,,,
2022,HCW67,058,'67 Ford GT40 Mk.IV (2nd Color),Retro RacersRyu's Rides,4/10,,2022_Retro_RacersRyu's_Rides_1362.jpg,,,
2022,HCT86,059,GT-Scorcher,Retro RacersRyu's Rides,5/10,,2022_Retro_RacersRyu's_Rides_1363.jpg,,,
2022,HCW99,059,GT-Scorcher (2nd Color),Retro RacersRyu's Rides,5/10,,2022_Retro_RacersRyu's_Rides_1364.jpg,,,
2022,HCT54,060,X-Jet,HW Screen Time,4/10,,2022_HW_Screen_Time_1365.jpg,,,
2022,HCT40,061,Sweet Driver,Fast FoodieNew for 2022!Ryu's Rides,3/5,,2022_Fast_FoodieNew_for_2022!Ryu's__1366.jpg,,,
2022,HCW95,061,Sweet Driver (2nd Color),Fast FoodieNew for 2022!Ryu's Rides,3/5,,2022_Fast_FoodieNew_for_2022!Ryu's__1367.jpg,,,
2022,HCW56,062,Bully Goat,HW Art Cars,1/10,,2022_HW_Art_Cars_1368.jpg,,,
2022,HCX03,062,Bully Goat (2nd Color),HW Art Cars,1/10,,2022_HW_Art_Cars_1369.jpg,,,
2022,HCW34,063,'68 Dodge Dart,HW Art Cars,2/10,,2022_HW_Art_Cars_1370.jpg,,,
2022,HCY52,063,'68 Dodge Dart (2nd Color),HW Art CarsKroger Exclusive,2/10,,2022_HW_Art_CarsKroger_Exclusive_1371.jpg,,,
2022,HCW96,063,'68 Dodge Dart (3rd Color),HW Art Cars,2/10,,2022_HW_Art_Cars_1372.jpg,,,
2022,HCT77,064,Nissan R390 GT1,HW TurboRyu's Rides,4/10,,2022_HW_TurboRyu's_Rides_1373.jpg,,,
2022,HCY27,064,Nissan R390 GT1 (2nd Color - Zamac),HW TurboRyu's RidesWalmart Exclusive,4/10,,2022_HW_TurboRyu's_RidesWalmart_Exc_1374.jpg,,,
2022,HCT67,065,'94 Bugatti EB110 SS,HW TurboRyu's Rides,5/10,,2022_HW_TurboRyu's_Rides_1375.jpg,,,
2022,HCX91,065,'94 Bugatti EB110 SS (2nd Color),HW TurboRyu's Rides,5/10,,2022_HW_TurboRyu's_Rides_1376.jpg,,,
2022,HCY01,066,Pixel Shaker,HW Ride-OnsTreasure Hunt,4/5,,2022_HW_Ride-OnsTreasure_Hunt_1377.jpg,,,
2022,HCV32,067,Subaru WRX STI,HW Hatchbacks,4/5,,2022_HW_Hatchbacks_1378.jpg,,,
2022,HCX04,067,Subaru WRX STI (2nd Color),HW Hatchbacks,4/5,,2022_HW_Hatchbacks_1379.jpg,,,
2022,HCY64,067,Subaru WRX STI (3rd Color),Red EditionTarget Exclusive,7/12,,2022_Red_EditionTarget_Exclusive_1380.jpg,,,
2022,HCT70,068,'21 Ford Bronco,Mud Studs,1/5,,2022_Mud_Studs_1381.jpg,,,
2022,HCW91,068,'21 Ford Bronco (2nd Color),Mud Studs,1/5,,2022_Mud_Studs_1382.jpg,,,
2022,HCW53,069,Rocket Box,Compact Kings,3/5,,2022_Compact_Kings_1383.jpg,,,
2022,HCX07,069,Rocket Box (2nd Color),Compact Kings,3/5,,2022_Compact_Kings_1384.jpg,,,
2022,HCV08,070,'59 Chevy Impala,Chevy Bel Air,4/5,,2022_Chevy_Bel_Air_1385.jpg,,,
2022,HCY43,070,'59 Chevy Impala (2nd Color),Chevy Bel AirDollar General Exclusive,4/5,,2022_Chevy_Bel_AirDollar_General_Ex_1386.jpg,,,
2022,HCT42,071,Mach It Go,HW Speed TeamNew for 2022!,4/5,,2022_HW_Speed_TeamNew_for_2022!_1387.jpg,,,
2022,HCW90,071,Mach It Go (2nd Color),HW Speed TeamNew for 2022!,4/5,,2022_HW_Speed_TeamNew_for_2022!_1388.jpg,,,
2022,HCT18,072,'20 Toyota Tacoma,HW Hot TrucksNew for 2022!,4/10,,2022_HW_Hot_TrucksNew_for_2022!_1389.jpg,,,
2022,HCX56,072,'20 Toyota Tacoma (2nd Color),HW Hot TrucksNew for 2022!,4/10,,2022_HW_Hot_TrucksNew_for_2022!_1390.jpg,,,
2022,HCT06,073,Ford Mustang Mach-E 1400,HW Green SpeedNew for 2022!,1/5,,2022_HW_Green_SpeedNew_for_2022!_1391.jpg,,,
2022,HCX38,073,Ford Mustang Mach-E 1400 (2nd Color),HW Green SpeedNew for 2022!,1/5,,2022_HW_Green_SpeedNew_for_2022!_1392.jpg,,,
2022,HCY30,073,Ford Mustang Mach-E 1400 (3rd Color - Zamac),HW Green SpeedNew for 2022!Walmart Exclusive,1/5,,2022_HW_Green_SpeedNew_for_2022!Wal_1393.jpg,,,
2022,HCV15,074,Custom Ford Bronco,Baja Blazers,8/10,,2022_Baja_Blazers_1394.jpg,,,
2022,HCY45,074,Custom Ford Bronco (2nd Color),Baja BlazersDollar General Exclusive,8/10,,2022_Baja_BlazersDollar_General_Exc_1395.jpg,,,
2022,HCV47,075,Airuption,Experimotors,5/10,,2022_Experimotors_1396.jpg,,,
2022,HCV93,076,'56 Ford F-100,HW Metro,8/10,,2022_HW_Metro_1397.jpg,,,
2022,HCY61,076,'56 Ford F-100 (2nd Color),Red EditionTarget Exclusive,4/12,,2022_Red_EditionTarget_Exclusive_1398.jpg,,,
2022,HCT89,077,Ain't Fare,HW MetroRyu's Rides,9/10,,2022_HW_MetroRyu's_Rides_1399.jpg,,,
2022,HCX00,077,Ain't Fare (2nd Color),HW MetroRyu's Rides,9/10,,2022_HW_MetroRyu's_Rides_1400.jpg,,,
2022,HCT04,078,Classic TV Series Batmobile,BatmanNew for 2022!,3/5,,2022_BatmanNew_for_2022!_1401.jpg,,,
2022,HCW60,078,Classic TV Series Batmobile (2nd Color),BatmanNew for 2022!,3/5,,2022_BatmanNew_for_2022!_1402.jpg,,,
2022,HCV10,079,'69 COPO Corvette,Retro Racers,6/10,,2022_Retro_Racers_1403.jpg,,,
2022,HCY28,079,'69 COPO Corvette (2nd Color - Zamac),Retro RacersWalmart Exclusive,6/10,,2022_Retro_RacersWalmart_Exclusive_1404.jpg,,,
2022,HCV53,080,U.S.S. Enterprise NCC-1701,HW Screen Time,5/10,,2022_HW_Screen_Time_1405.jpg,,,
2022,HCY08,081,Tooned Twin Mill,ToonedTreasure Hunt,3/5,,2022_ToonedTreasure_Hunt_1406.jpg,,,
2022,HCV51,082,Donut Drifter,Fast Foodie,4/5,,2022_Fast_Foodie_1407.jpg,,,
2022,HCX84,082,Donut Drifter (2nd Color),Fast Foodie,4/5,,2022_Fast_Foodie_1408.jpg,,,
2022,HCT31,083,Count Muscula,HW Dream GarageNew for 2022!,2/5,,2022_HW_Dream_GarageNew_for_2022!_1409.jpg,,,
2022,HCX01,083,Count Muscula (2nd Color),HW Dream GarageNew for 2022!,2/5,,2022_HW_Dream_GarageNew_for_2022!_1410.jpg,,,
2022,HCT92,084,FusionBusta,HW Dream Garage,3/5,,2022_HW_Dream_Garage_1411.jpg,,,
2022,HCX66,084,FusionBusta (2nd Color),HW Dream Garage,3/5,,2022_HW_Dream_Garage_1412.jpg,,,
2022,HCT08,085,Lamborghini Sián FKP 37,Factory FreshNew for 2022!,1/10,,2022_Factory_FreshNew_for_2022!_1413.jpg,,,
2022,HCT95,086,Mercedes-Benz 500 E,Factory Fresh,2/10,,2022_Factory_Fresh_1414.jpg,,,
2022,HCY42,086,Mercedes-Benz 500 E (2nd Color),Factory FreshDollar General Exclusive,2/10,,2022_Factory_FreshDollar_General_Ex_1415.jpg,,,
2022,HCT53,087,Raijin Express,HW Art CarsRyu's Rides,3/10,,2022_HW_Art_CarsRyu's_Rides_1416.jpg,,,
2022,HCX59,087,Raijin Express (2nd Color),HW Art CarsRyu's Rides,3/10,,2022_HW_Art_CarsRyu's_Rides_1417.jpg,,,
2022,HCV36,088,Purrfect Speed,Street BeastsYear of the Tiger,3/5,,2022_Street_BeastsYear_of_the_Tiger_1418.jpg,,,
2022,HCT59,089,TURTOshell,Street Beasts,4/5,,2022_Street_Beasts_1419.jpg,,,
2022,HCX05,089,TURTOshell (2nd Color),Street Beasts,4/5,,2022_Street_Beasts_1420.jpg,,,
2022,HCW58,090,Kick Kart,HW Ride-Ons,5/5,,2022_HW_Ride-Ons_1421.jpg,,,
2022,HCX06,090,Kick Kart (2nd Color),HW Ride-Ons,5/5,,2022_HW_Ride-Ons_1422.jpg,,,
2022,HCT64,091,Toyota Land Cruiser 80,Mud Studs,2/5,,2022_Mud_Studs_1423.jpg,,,
2022,HCY57,091,Toyota Land Cruiser 80 (2nd Color),Mud StudsKroger Exclusive,2/5,,2022_Mud_StudsKroger_Exclusive_1424.jpg,,,
2022,HCV22,092,Mad Manga,HW Contoured,4/5,,2022_HW_Contoured_1425.jpg,,,
2022,HCT51,093,'63 Studebaker Champ,HW Hot Trucks,5/10,,2022_HW_Hot_Trucks_1426.jpg,,,
2022,HCY14,093,'63 Studebaker Champ,HW Hot TrucksSuper Treasure Hunt,5/10,,2022_HW_Hot_TrucksSuper_Treasure_Hu_1427.jpg,,,
2022,HCT57,094,Rally Baja Crawler,HW Hot Trucks,6/10,,2022_HW_Hot_Trucks_1428.jpg,,,
2022,HCT58,095,Hyperfin,HW Daredevils,1/5,,2022_HW_Daredevils_1429.jpg,,,
2022,HCV38,096,Wheelie Chair,HW Daredevils,2/5,,2022_HW_Daredevils_1430.jpg,,,
2022,HCX08,096,Wheelie Chair (2nd Color),HW Daredevils,2/5,,2022_HW_Daredevils_1431.jpg,,,
2022,HCV76,097,Mazda RX-7,HW J-Imports,1/10,,2022_HW_J-Imports_1432.jpg,,,
2022,HCX24,097,Mazda RX-7 (2nd Color),HW J-Imports,1/10,,2022_HW_J-Imports_1433.jpg,,,
2022,HCV84,098,Custom '01 Acura Integra GSR,HW J-Imports,2/10,,2022_HW_J-Imports_1434.jpg,,,
2022,HCY44,098,Custom '01 Acura Integra GSR (2nd Color),HW J-ImportsDollar General Exclusive,2/10,,2022_HW_J-ImportsDollar_General_Exc_1435.jpg,,,
2022,HCT90,099,DAVancenator,Spoiler Alert,2/5,,2022_Spoiler_Alert_1436.jpg,,,
2022,HCX19,099,DAVancenator (2nd Color),Spoiler Alert,2/5,,2022_Spoiler_Alert_1437.jpg,,,
2022,HCT78,100,Nissan Leaf NISMO RC_02,HW Green Speed,2/5,,2022_HW_Green_Speed_1438.jpg,,,
2022,HCY53,100,Nissan Leaf NISMO RC_02 (2nd Color),HW Green SpeedKroger Exclusive,2/5,,2022_HW_Green_SpeedKroger_Exclusive_1439.jpg,,,
2022,HCX89,100,Nissan Leaf NISMO RC_02 (3rd Color),HW Green Speed,2/5,,2022_HW_Green_Speed_1440.jpg,,,
2022,HCT38,101,Coupe Clip,ExperimotorsNew for 2022!,6/10,,2022_ExperimotorsNew_for_2022!_1441.jpg,,,
2022,HCX09,101,Coupe Clip (2nd Color),ExperimotorsNew for 2022!,6/10,,2022_ExperimotorsNew_for_2022!_1442.jpg,,,
2022,HCW55,102,Cockney Cab II,HW Metro,10/10,,2022_HW_Metro_1443.jpg,,,
2022,HCX10,102,Cockney Cab II (2nd Color),HW Metro,10/10,,2022_HW_Metro_1444.jpg,,,
2022,HCV69,103,Aston Martin Valhalla Concept,HW Screen TimeNew in Mainline,6/10,,2022_HW_Screen_TimeNew_in_Mainline_1445.jpg,,,
2022,HCT26,104,Toon'd '83 Chevy Silverado,ToonedNew for 2022!,4/5,,2022_ToonedNew_for_2022!_1446.jpg,,,
2022,HCX11,104,Toon'd '83 Chevy Silverado (2nd Color),ToonedNew for 2022!,4/5,,2022_ToonedNew_for_2022!_1447.jpg,,,
2022,HCV43,105,Bone Shaker,HW Dream Garage,4/5,,2022_HW_Dream_Garage_1448.jpg,,,
2022,HCY32,105,Bone Shaker (2nd Color - Zamac),HW Dream Garage,4/5,,2022_HW_Dream_Garage_1449.jpg,,,
2022,HCX12,105,Bone Shaker (3rd Color),HW Dream Garage,4/5,,2022_HW_Dream_Garage_1450.jpg,,,
2022,HCW39,106,2020 Corvette,Factory FreshNew in Mainline,3/10,,2022_Factory_FreshNew_in_Mainline_1451.jpg,,,
2022,HCY11,106,2020 Corvette,Factory FreshNew in MainlineSuper Treasure Hunt,3/10,,2022_Factory_FreshNew_in_MainlineSu_1452.jpg,,,
2022,HCT93,107,McLaren F1,Factory FreshRyu's Rides,4/10,,2022_Factory_FreshRyu's_Rides_1453.jpg,,,
2022,HCX13,107,McLaren F1 (2nd Color),Factory FreshRyu's Rides,4/10,,2022_Factory_FreshRyu's_Rides_1454.jpg,,,
2022,HJP31,107,McLaren F1 (3rd Color),Factory FreshBest Buy ExclusiveRyu's Rides,4/10,,2022_Factory_FreshBest_Buy_Exclusiv_1455.jpg,,,
2022,HCV74,108,'69 Chevy Pickup,HW Art Cars,4/10,,2022_HW_Art_Cars_1456.jpg,,,
2022,HCX45,108,'69 Chevy Pickup (2nd Color),HW Art Cars,4/10,,2022_HW_Art_Cars_1457.jpg,,,
2022,HCW33,109,'71 Dodge Charger,HW Art Cars,5/10,,2022_HW_Art_Cars_1458.jpg,,,
2022,HCY31,109,'71 Dodge Charger (2nd Color - Zamac),HW Art CarsWalmart Exclusive,5/10,,2022_HW_Art_CarsWalmart_Exclusive_1459.jpg,,,
2022,HCX14,109,'71 Dodge Charger (3rd Color),HW Art Cars,5/10,,2022_HW_Art_Cars_1460.jpg,,,
2022,HCT23,110,LB Super Silhouette Nissan Silvia (S15),HW TurboNew for 2022!,6/10,,2022_HW_TurboNew_for_2022!_1461.jpg,,,
2022,HCX15,110,LB Super Silhouette Nissan Silvia (S15) (2nd Color),HW TurboNew for 2022!,6/10,,2022_HW_TurboNew_for_2022!_1462.jpg,,,
2022,HCV19,111,'70 Chevelle SS Wagon,HW Wagons,1/5,,2022_HW_Wagons_1463.jpg,,,
2022,HCX23,111,'70 Chevelle SS Wagon (2nd Color),HW Wagons,1/5,,2022_HW_Wagons_1464.jpg,,,
2022,HCY56,111,'70 Chevelle SS Wagon (3rd Color),HW WagonsKroger Exclusive,1/5,,2022_HW_WagonsKroger_Exclusive_1465.jpg,,,
2022,HCV14,112,Big-Air Bel-Air,Chevy Bel Air,5/5,,2022_Chevy_Bel_Air_1466.jpg,,,
2022,HCY29,112,Big-Air Bel-Air (2nd Color - Zamac),Chevy Bel AirWalmart Exclusive,5/5,,2022_Chevy_Bel_AirWalmart_Exclusive_1467.jpg,,,
2022,HCX75,112,Big-Air Bel-Air (3rd Color),Chevy Bel Air,5/5,,2022_Chevy_Bel_Air_1468.jpg,,,
2022,HCY05,113,Draftnator,HW Speed TeamTreasure Hunt,5/5,,2022_HW_Speed_TeamTreasure_Hunt_1469.jpg,,,
2022,HCV33,114,'83 Chevy Silverado,HW Hot Trucks,7/10,,2022_HW_Hot_Trucks_1470.jpg,,,
2022,HCY62,114,'83 Chevy Silverado (2nd Color),Red EditionTarget Exclusive,5/12,,2022_Red_EditionTarget_Exclusive_1471.jpg,,,
2022,HCT33,115,Lolux,HW Hot TrucksNew for 2022!,8/10,,2022_HW_Hot_TrucksNew_for_2022!_1472.jpg,,,
2022,HCX16,115,Lolux (2nd Color),HW Hot TrucksNew for 2022!,8/10,,2022_HW_Hot_TrucksNew_for_2022!_1473.jpg,,,
2022,HCV95,116,La Troca,HW Hot Trucks,9/10,,2022_HW_Hot_Trucks_1474.jpg,,,
2022,HCX77,116,La Troca (2nd Color),HW Hot Trucks,9/10,,2022_HW_Hot_Trucks_1475.jpg,,,
2022,HCT66,117,Ducati Scrambler Hot Wheels Edition,HW Daredevils,3/5,,2022_HW_Daredevils_1476.jpg,,,
2022,HCV85,118,Honda S2000,HW J-ImportsRyu's Rides,3/10,,2022_HW_J-ImportsRyu's_Rides_1477.jpg,,,
2022,HCX25,118,Honda S2000 (2nd Color),HW J-ImportsRyu's Rides,3/10,,2022_HW_J-ImportsRyu's_Rides_1478.jpg,,,
2022,HCY33,118,Honda S2000 (3rd Color - Zamac),HW J-ImportsRyu's RidesWalmart Exclusive,3/10,,2022_HW_J-ImportsRyu's_RidesWalmart_1479.jpg,,,
2022,HCV77,119,'91 Mazda MX-5 Miata,HW J-ImportsRyu's Rides,4/10,,2022_HW_J-ImportsRyu's_Rides_1480.jpg,,,
2022,HCV50,120,Hyper Rocker,HW Rescue,1/10,,2022_HW_Rescue_1481.jpg,,,
2022,HCX26,120,Hyper Rocker (2nd Color),HW Rescue,1/10,,2022_HW_Rescue_1482.jpg,,,
2022,HCT84,121,Lethal Diesel,HW Rescue,2/10,,2022_HW_Rescue_1483.jpg,,,
2022,HCX17,121,Lethal Diesel (2nd Color),HW Rescue,2/10,,2022_HW_Rescue_1484.jpg,,,
2022,HCT85,122,Cosmic Coupe,X-Raycers,1/5,,2022_X-Raycers_1485.jpg,,,
2022,HCX18,122,Cosmic Coupe (2nd Color),X-Raycers,1/5,,2022_X-Raycers_1486.jpg,,,
2022,HCT28,123,Glory Chaser,Retro RacersNew for 2022!,7/10,,2022_Retro_RacersNew_for_2022!_1487.jpg,,,
2022,HCX20,123,Glory Chaser (2nd Color),Retro RacersNew for 2022!,7/10,,2022_Retro_RacersNew_for_2022!_1488.jpg,,,
2022,HCT13,124,Nissan Z Proto,Factory FreshNew for 2022!,5/10,,2022_Factory_FreshNew_for_2022!_1489.jpg,,,
2022,HCX34,124,Nissan Z Proto (2nd Color),Factory FreshNew for 2022!,5/10,,2022_Factory_FreshNew_for_2022!_1490.jpg,,,
2022,HCT98,125,'99 Honda Civic Type R (EK9),HW HatchbacksRyu's Rides,5/5,,2022_HW_HatchbacksRyu's_Rides_1491.jpg,,,
2022,HCY12,125,'99 Honda Civic Type R (EK9),HW HatchbacksSuper Treasure HuntRyu's Rides,5/5,,2022_HW_HatchbacksSuper_Treasure_Hu_1492.jpg,,,
2022,HCY63,125,'99 Honda Civic Type R (EK9) (2nd Color),Red EditionTarget ExclusiveRyu's Rides,6/12,,2022_Red_EditionTarget_ExclusiveRyu_1493.jpg,,,
2022,HCY03,126,'17 Jeep Wrangler,Mud StudsTreasure Hunt,3/5,,2022_Mud_StudsTreasure_Hunt_1494.jpg,,,
2022,HCW42,127,Rennen Rig,HW Hot Trucks,10/10,,2022_HW_Hot_Trucks_1495.jpg,,,
2022,HCX55,127,Rennen Rig (2nd Color),HW Hot Trucks,10/10,,2022_HW_Hot_Trucks_1496.jpg,,,
2022,HCT39,128,Layin' Lowrider,ExperimotorsNew for 2022!,7/10,,2022_ExperimotorsNew_for_2022!_1497.jpg,,,
2022,HCX29,128,Layin' Lowrider (2nd Color),ExperimotorsNew for 2022!,7/10,,2022_ExperimotorsNew_for_2022!_1498.jpg,,,
2022,HCV70,129,'70 Dodge Charger,Baja Blazers,9/10,,2022_Baja_Blazers_1499.jpg,,,
2022,HCT03,130,GMC Hummer EV,HW Green SpeedNew for 2022!,3/5,,2022_HW_Green_SpeedNew_for_2022!_1500.jpg,,,
2022,HCX41,130,GMC Hummer EV (2nd Color),HW Green SpeedNew for 2022!,3/5,,2022_HW_Green_SpeedNew_for_2022!_1501.jpg,,,
2022,HCV64,131,TV Series Batmobile,Batman,4/5,,2022_Batman_1502.jpg,,,
2022,HCW61,131,TV Series Batmobile (2nd Color),Batman,4/5,,2022_Batman_1503.jpg,,,
2022,HCT96,132,Porsche 935,Retro Racers,8/10,,2022_Retro_Racers_1504.jpg,,,
2022,HJP30,132,Porsche 935 (2nd Color),Retro RacersBest Buy Exclusive,8/10,,2022_Retro_RacersBest_Buy_Exclusive_1505.jpg,,,
2022,HCV39,133,K.I.T.T. Super Pursuit Mode,HW Screen TimeNew in Mainline,7/10,,2022_HW_Screen_TimeNew_in_Mainline_1506.jpg,,,
2022,HCT35,134,Barbie Extra,ToonedNew for 2022!,5/5,,2022_ToonedNew_for_2022!_1507.jpg,,,
2022,HCX32,134,Barbie Extra (2nd Color),ToonedNew for 2022!,5/5,,2022_ToonedNew_for_2022!_1508.jpg,,,
2022,HCV52,135,Carbonator,Fast Foodie,5/5,,2022_Fast_Foodie_1509.jpg,,,
2022,HCX33,135,Carbonator (2nd Color),Fast Foodie,5/5,,2022_Fast_Foodie_1510.jpg,,,
2022,HCW31,136,Lotus Sport Elise,Factory Fresh,6/10,,2022_Factory_Fresh_1511.jpg,,,
2022,HCX44,136,Lotus Sport Elise (2nd Color),Factory Fresh,6/10,,2022_Factory_Fresh_1512.jpg,,,
